candidate_id,category,subcategory,task_summary,skills
C_1af197ef5ce0bc8b95e40369,Фотография,Портретная и семейнаяphotография,,"['портретная fotография', 'семейная fotografия', 'индивидуальный подход', 'помощь с позированием']"
C_9c528df1b3634192aa5e397d,Дизайн,Интерьерный дизайн,,"['дизайн-проекты', 'планировочные решения', 'визуализация', 'черчение', 'авторское сопровождение']"
C_c1e38d0bba6e42a13ae803a1,Дизайн,Интернет-маркетинг,,"['УФ-печать', 'изготовление табличек', 'дизайн для фотосессий']"
C_1b0f7806a18ec895c58fdcbc,,,"{
  ""category"": ""Косметология и парикмахерское дело"",
  ""subcategory"": ""Парикмахерское дело"",
  ""skills"": [
    ""прически"",
    ""укладки"",
    ""макияж"",
    ""стрижки"",
    ""окрашивание волос"",
    ""химическая завив",
C_4f537a41e478346123847ead,Физическая культура и спорт,Тренерование,,"['фигурное катание', 'подготовка к соревнованиям', 'постановка хореографии']"
C_0b46085bf90cade0038e8e3d,Юридические услуги,Трудовое право,,"['трудовые споры', 'кадровая документация', 'судебное представительство']"
C_6100936e0f5c3ad3cbf408e2,Видеография,Кинематографическая съёмка,,"['видеосъёмка', 'планирование съёмок', 'сценарное сопровождение', 'использование профессионального оборудования']"
C_1b60ba0006f38b96edaa6d54,Строительство,Сметное дело,,"['составление смет', 'работа с базами ТСН и ОСНБЖ', 'подготовка актов выполненных работ', 'ценообразование']"
C_53d82734421313fbb1ea1f7e,Дизайн,Интерьерный дизайн,,"['васту', 'оптимизация интерьера', 'энергетика помещений', 'комфорт', 'эмоциональное состояние']"
C_34a431663f6d0af73934be1b,,,"{
  ""category"": ""Маркетинг и коммуникации"",
  ""subcategory"": ""PR-менеджмент"",
  ""skills"": [
    ""PR-менеджмент"",
    ""организация подкастов"",
    ""интервью"",
    ""обработка аудио- и видеоматериалов"",
    ""со",
C_26761b815e4bbd7163e1b50e,Фотография,Мероприятия и портреты,,"['фotосъёмка мероприятий', 'портретная фотография', 'передача эмоций', 'запечатление моментов']"
C_0852bcb44868729ca5ccdd5f,Медиа и анимация,Анимация,,"['анимация видео', 'сценарий', ';oучение персонажей', 'финальная сборка']"
C_cd359274eb6bbd946ecd991e,Фотография и видео,Мероприятия,,"['фотосъемка', 'видеосъемка', 'обработка изображений']"
C_69f8fdd0fecaa0e58a0eda46,Мероприятия и событии,Ведение мероприятий,,"['организация свадеб', 'ведущий', 'выездные шоу', 'корпоративные мероприятия']"
C_9727a850d1e8dcb65b65388d,Культурология,Антиквариат и реставрация,,"['иконопись', 'реставрация икон', 'работа с сусальным золотом', 'оценка антиквариата']"
C_fafefeaf9d761f91b98d7dba,Коммуникационные технологии,Написание и редактирование текстов,,"['подготовка текстов', 'инструкции', 'регламенты', 'правка текстов']"
C_c897936eb31b0e8098e422cb,Маркетинг,CRM и数字营销,,"['продвижение транспортных компаний', 'оптимизация объявлений', 'CRM-системы', 'аналитика данных', 'обучение персонала']"
C_da0c800fb5f4c27e09026dd8,Видеомонтаж и видеография,Видеосъёмка,,"['видеосъёмка', 'видеопроизводство', 'качественное видео']"
C_40e6929b8cc107f929bac5bb,Логистика,Перевозки и погрузочно-разгрузочные работы,,"['погрузка', 'разгрузка', 'вынос строительного мусора', 'работа с контейнерами']"
C_d7e3285c606871c361d01073,IT-разработка,Веб-разработка,,"['PHP', 'SQL', 'JavaScript', 'React', 'верстка', 'API', 'GIT']"
C_530051b48bf75eccfd6ee11a,Юридические услуги,Общий юридический ассистент,,"['юридические консультации', 'составление договоров', 'представительство в судах', 'защита по уголовным делам']"
C_537ee935f3eb98542d7fd1fa,,,"{
  ""category"": ""Маркетинг"",
  ""subcategory"": ""Контекстная и таргетированная реклама"",
  ""skills"": [
    ""таргетированная реклама"",
    ""контекстная реклама"",
    ""анализ данных"",
    ""оптимизация кампаний"",
    "" reklama v VK",
C_41affa0f8985a256db6c38b3,Дизайн,Иллюстратор,,"['нейросетевые технологии', 'иллюстрации', 'баннеры', 'обложки', 'фото редактирование']"
C_efcf5d3187c799836aba869c,Дизайн,Рекламный дизайн,,"['объемные буквы', ' reklamnye вывески', '3D-макеты', 'консультации по материалам', 'гарантия на работы']"
C_bca283bbc8601a59d119d9d1,Бухгалтерские услуги,Подготовка отчетности,,"['подготовка 3-НДФЛ', 'вычеты', 'недвижимость']"
C_0d423cd0926d877574039e57,IT-разработка,Автоматизация бизнес-процессов,,"['CRM-системы', 'интеграция систем', 'оптимизация процессов', 'обучение сотрудников', 'техническая документация']"
C_57f7a2c5e80662b4a3c08706,Маркетинг,SMM и социальные медиа,,"['создание визуального контента', 'тексты и видео', 'публикация постов и сторис', 'настройка ботов']"
C_fbb344f301dbd66367fcd24f,Маркетинг,Социальные медиа,,"['продвижение в соцсетях', 'взаимодействие с контентом', 'работа с видео', 'увеличение аудитории']"
C_0d9062925fc3fb95f89e4de0,Образование,Дистанционное обучение,,"['профессиональная переподготовка', 'повышение квалификации', 'краткосрочные курсы', 'выдача документов']"
C_04cd7758526e6453efa1925b,Красота и здоровье,Маникюр и педикюр,,"['обучение маникюру', 'аппаратный маникюр', 'наращивание ногтей', 'дизайн ногтей']"
C_7763c504fb3884856cc6cbe7,Маркетинг,Контент-маркетинг,,"['подбор ракурсов', 'освещение', 'стилизация изображений', 'написание описаний товаров']"
C_99f9550e526a1ea38bd0f3de,Юридические услуги,Правовая экспертиза и юридическое сопровождение,,"['подготовка документов', 'исковые заявления', 'претензии', 'правовая экспертиза']"
C_4557976caa804aaebfc87d90,,,"{
  ""category"": ""Медиа и аудиосодержимое"",
  ""subcategory"": ""Аудиопроизношение"",
  ""skills"": [
    ""создание аудиозаписей"",
    ""голос ребенка"",
    ""персонализация текста"",
    ""высокое качество звука""
  ]",
C_a4bb8ed8c07c080399b2579b,Музыкальное образование,Фортепиано,,"['фортепиано', 'индивидуальные занятия', 'обучение музыке', 'работа с детьми и взрослыми']"
C_47b96e21060a5672848ec3e3,Редактура и авторский труд,Написание и редактирование текстов,,"['редактура', 'написание текстов', 'печатные СМИ']"
C_66560a56381e4f1ca14affaf,IT-разработка,Веб-разработка,,"['Taplink', 'разработка сайтов', 'презентации', 'гайды', 'чек-листы']"
C_1303687d013335505abb3628,Бухгалтерские услуги,Финансовый аудит и консалтинг,,"['подготовка отчетности', 'налоговые декларации', 'бизнес-планы']"
C_30e082ecade3614e49144fa0,Маркетинг,Мероприятия и событийное планирование,,"['организация мероприятий', 'живой вокал', 'музыкальное сопровождение', 'интерактивные элементы']"
C_92ca6cb178d53187f3bc25ad,Маркетинг,Контекстная реклама,,"['настройка рекламных кампаний', 'лидогенерация', 'анализ продуктов', 'tworzenie уникальных предложений', 'аналитика']"
C_1f1a463c4219c51352043436,Переводческие услуги,Юридический перевод,,"['перевод документов', 'нотариальное заверение', 'паспорта', 'трудовые договоры']"
C_277ce04fe996ddae5f112394,,,"{
  ""category"": ""IT-разработка"",
  ""subcategory"": ""Автоматизация бизнес-процессов"",
  ""skills"": [
    ""системы управления складом"",
    ""1С:Предприятие 8"",
    ""адаптация решений"",
    ""интеграция систем"",
    ""обучение персона",
C_33c4e0a079448c785ac2d4ae,Маркетинг,Мероприятия и events,,"['организация мероприятий', 'программирование событий', 'техническое сопровождение', 'ведение свадеб']"
C_1c79ad987c8b17c9d16d24d1,,,"{
  ""category"": ""Юридические услуги"",
  ""subcategory"": ""Общий юридический консалтинг"",
  ""skills"": [
    ""юридические консультации"",
    ""составление договоров"",
    ""представление интересов в судах"",
    ""работа с недвижимостью"",
    ""наследствен",
C_2bb2e352e8d3e484247cc666,IT-разработка,Веб-разработка,,"['разработка сайтов', 'разработка чат-ботов', 'использование ИИ', 'интернет-магазины', 'маркетинговая проработка']"
C_916ebcaece8ee1266eddc227,Креативное дело,Мастер-классы и обучение,,"['рукоделие', 'интерьерное декорирование', 'мастер-классы', 'создание декоративных изделий']"
C_9f0b3125900decce60dd3721,,,"{
  ""category"": ""Бухгалтерский и налоговый учет"",
  ""subcategory"": ""Бухгалтерские услуги"",
  ""skills"": [
    ""подготовка налоговых деклараций"",
    ""ведение бухгалтерии"",
    ""сдача отчетности"",
    ""проверка и восстановление учета"",
    """,
C_5bb9cc2d16bf3a704d1298ef,IT-поддержка,Поддержка компьютерной техники,,"['установка операционных систем', 'антивирусная защита', 'ремонт ПК', 'настройка сетевого оборудования', 'восстановление данных']"
C_417d631efdd6330335c7475f,Услуги по ремонту и清洁服务,,,"['генеральная уборка', 'подготовка помещений', 'косметический ремонт', 'сантехнические работы', 'электрические работы']"
C_3e7058d84e899f2d361c1edc,,,"{
  ""category"": ""Инженерия"",
  ""subcategory"": ""Установка и настройка коммуникационного оборудования"",
  ""skills"": [
    ""установка цифровых антенн"",
    ""настройка спутниковых систем"",
    ""монтаж камер видеонаблюдения"",
    ""прокладка кабеля""",
C_2b64d8df7a48726bf263b135,Видеопроизводство,Монтаж видео,,"['съемка в 4K', 'звукозапись', 'цветокоррекция', 'создание видеороликов']"
C_e81b97fce4a0e547ccca7213,,,"{
  ""category"": ""IT-разработка"",
  ""subcategory"": ""CRM-интеграция и автоматизация"",
  ""skills"": [
    ""внедрение CRM-систем"",
    ""автоматизация процессов"",
    ""интеграция каналов коммуникации"",
    ""настройка воронок продаж"",
    """,
C_f1d2a844a982746650966d23,Дизайн,Печать и дизайн,,"['печать', 'баннеры', 'вывески', 'интерьерная печать']"
C_f90018da711bde9015f27572,Бытовые услуги,Мелкий ремонт,,"['ремонт', 'сборка мебели', 'электромонтажные работы', 'сантехнические работы']"
C_c6edcc993a56275771d82218,Маркетинг,Цифровой маркетинг,,"['контент-менеджмент', 'разработка чат-ботов', 'таргетированная реклама', 'автоматизация процессов']"
C_48822a7528e673edd0950c29,Дизайн,Брендирование и нанесение принтов,,"['печати на текстиле', '브랜드링', 'нанесение принтов', 'контроль качества']"
C_4978e678010a5582c5e5f22e,Юридические услуги,Регистрация и сертификация,,"['снятие ограничений', 'регистрация транспортных средств', 'анализ долговых ситуаций', 'юридические консультации']"
C_e2c7bb66837b05b645f27e69,Дизайн,Графический дизайн,,"['социальные сети', 'обложки', 'визуальное оформление']"
C_6c95121358add1a3b9c36dad,Бухгалтерский учет,Услуги бухгалтера,,"['проверка первичных документов', 'ведение кадрового учета', 'контроль банковских операций', 'работа с 1С']"
C_32f7c6a30b3b0aa4b9c2ac4b,IT-поддержка,Установка ПО и оборудования,,"['установка операционных систем', 'установка драйверов', 'установка программного обеспечения', 'замена накопителей']"
C_4d00686ff1120359d069db1a,Финансы и бухгалтерия,Бухгалтерские услуги,,"['бухгалтерский учёт', 'налоговый учёт', 'подготовка отчётности', 'консультации по налогообложению']"
C_f81b8ba876060518a3bfe23a,,,"{
  ""category"": ""Образование и обучение"",
  ""subcategory"": ""Бухгалтерское образование и обучение"",
  ""skills"": [
    ""обучение бухгалтерскому учету"",
    ""работа в 1С"",
    ""перевозка опасных грузов"",
    ""теоретическая подготовка"",
    """,
C_5746ba75456be32554fb5137,Бухгалтерские услуги,Подготовка отчетности,,"['заполнение деклараций', 'налоговые вычеты', 'подача документов в ФНС']"
C_02de05d44cbfcb2bc5e5f71b,Бухгалтерский и налоговый учет,Бухгалтерские услуги,,"['регистрация ИП и ООО', 'подбор системы налогообложения', 'подготовка отчетности', 'оптимизация налоговой нагрузки']"
C_826c44d44703294d11306eff,Информационные технологии,Поддержка ПК,,"['диагностика', 'ремонт', 'установка ПО']"
C_b308c7ed1d3646eab99ecc7a,Дизайн,Дизайн интерьеров,,"['3D-визуализация', 'расстановка мебели', 'строительная документация', 'подбор материалов']"
C_52f7ef8c4a8e21ed3c9f04a6,Художественное искусство,Татуировка,,"['обучение татуировке', 'рисование для татуировки', 'практические занятия']"
C_fc1042ea2ae174a5deab97a7,,,"{
  ""category"": ""Дизайн"",
  ""subcategory"": ""Графический дизайн и архитектурный дизайн"",
  ""skills"": [
    ""интерьерный дизайн"",
    ""визуализация"",
    ""графический дизайн"",
    ""3D-моделирование"",
    ""верстка"",
    ""иллюстрация"",
    """,
C_1417f58f07f9959c95315416,,,"{
  ""category"": ""Финансы и бухгалтерия"",
  ""subcategory"": ""Налоговый учет"",
  ""skills"": [
    ""налоговый учет"",
    ""отчетность"",
    ""налоговые вычеты"",
    ""декларации 3-НДФЛ"",
    ""консультации по налогам""",
C_1e90508acaef5107126da5d7,Перевозки,Автомобильные перевозки,,"['перевозка пассажиров', 'грузоперевозки', 'минивэн']"
C_776ae0c05a589f9e4bfc4226,,,"{
  ""category"": ""Бухгалтерские услуги"",
  ""subcategory"": ""Финансовое сопровождение бизнеса"",
  ""skills"": [
    ""регистрация бизнеса"",
    ""ведение бухгалтерского учета"",
    ""расчет зарплат"",
    ""сдача отчетности"",
    ""работа с онлайн",
C_745f3cadbb77bc3c03acf289,,,"{
  ""category"": ""Бухгалтерский учёт"",
  ""subcategory"": ""Главный бухгалтер"",
  ""skills"": [
    ""ведение учёта"",
    ""сдача отчётности"",
    ""работа с кадрами"",
    ""кассовые операции"",
    ""сопровождение ИП и ООО""
  ]",
C_fc971d608ff8c3c787037eab,,,"{
  ""category"": ""Услуги по уборке"",
  ""subcategory"": """",
  ""skills"": [
    ""предметная уборка"",
    ""генеральная уборка"",
    ""санитарная уборка"",
    ""очистка санузлов"",
    ""мытьё окон"",
    ""чистка холодильников""",
C_4650cb28227a2fc91e122410,Юридические услуги,Корпоративное право,,"['доверенности', 'договоры', 'судебные документы']"
C_af441c02275e6d89f52f267c,Бухгалтерия и финансы,Бухгалтерские услуги,,"['налоговый учет', 'подготовка отчетности', 'консультации', 'автоматизация процессов']"
C_6839ceab9332cc6aab0c6663,,,"{
  ""category"": ""Бухгалтерский и налоговый учет"",
  ""subcategory"": ""Комплексное сопровождение бизнеса"",
  ""skills"": [
    ""бухгалтерский учет"",
    ""налоговый учет"",
    ""восстановление учета"",
    ""сдача отчетности"",
    ""кадровый",
C_4b440fcb6cb90776112c9864,Юридические услуги,Консультационное право,,"['юридические консультации', 'составление договоров', 'представление интересов в судах', 'банкротство']"
C_dc6280e8b6fe156f8c3c618b,ИТ-обслуживание,Обслуживание ПК,,"['сборка ПК', 'настройка ПК', 'диагностика ПК', 'обслуживание ПК', 'установка ОС']"
C_f65efb4637be046e5b8c4229,Красота и здоровье,Маникюр и педикюр,,"['обучение маникюру', 'работа с гелевым покрытием', 'организация рабочего места']"
C_a223bea418c3ecf0ae577fd0,,,"{
  ""category"": ""Строительство и ремонт"",
  ""subcategory"": ""Общий подрядчик"",
  ""skills"": [
    ""укладка плитки"",
    ""покраска"",
    ""сантехника"",
    ""электрика"",
    ""монтаж кровли"",
    ""плотничные работы"",
    ""сборка мебели""",
C_4c107cf5a9ae76082d61c0aa,ИТ-техническая поддержка,Мастер по ремонту ПК,,"['ремонт компьютеров', 'настройка ПК', 'диагностика', 'обновление ОС', 'апгрейд оборудования']"
C_e121d06eaada01d6c196406f,,,"{
  ""category"": ""Строительство"",
  ""subcategory"": ""Кровельные работы"",
  ""skills"": [
    ""монтаж кровли"",
    ""ремонт кровли"",
    ""утепление кровли"",
    ""работа с кровельными покрытиями"",
    ""установка водосточных систем"",
    ""гидро- и паро",
C_4c9c4f76a17f4e37235136c6,Косметология и парикмахерское дело,Наращивание волос,,"['наращивание волос', 'микрокапсулы', 'закапсулированные пряди', 'коррекция наращенных волос']"
C_5744854afbd0eef593e647be,Бухгалтерия,Учёт и отчётность,,"['подготовка деклараций', 'учёт для ИП', 'расчёт зарплаты', 'формирование отчётности']"
C_874186a99e1d2e39971e92e0,,,"{
  ""category"": ""Маркетинг"",
  ""subcategory"": ""SEO и цифровое маркетинг"",
  ""skills"": [
    ""SEO-оптимизация"",
    ""настройка контекстной рекламы"",
    ""веб-дизайн"",
    ""аудит сайтов"",
    ""маркетинговая аналитика""",
C_daaca20af55963acb412ef0a,Юридические услуги,Правовая поддержка бизнеса,,"['юридические консультации', 'составление документов', 'арбитраж', 'государственные контракты']"
C_db29210b98b40d8fecee8636,Красота и здоровье,Маникюр и педикюр,,"['обучение маникюру', 'обучение педикюру', 'работа с ногтями', 'развитие профессиональных навыков']"
C_abca264a7cfbaa0953b798d1,Дизайн,Наружная реклама и полиграфия,,"['дизайн-проекты', 'монтаж конструкций', 'роспись стен']"
C_866174232fb8ca63619c6cf7,Бухгалтерия и финансы,Бухгалтерский учёт,,"['бухгалтерский учёт', 'подготовка отчётов', 'налоговый учёт', 'кадровый учёт']"
C_b56599994a39ba4a1a4f42a8,,,"{
  ""category"": ""Бьюти-индустрия"",
  ""subcategory"": ""Обучение и консультирование"",
  ""skills"": [
    ""обучение перманентному макияжу"",
    ""консультирование по бьюти-процедурам"",
    ""обучение контурной пластики г",
C_a80483c4555f19d58ecf143a,,,"{
  ""category"": ""ИТ-техническая поддержка"",
  ""subcategory"": ""Материнские платы и периферия"",
  ""skills"": [
    ""ремонт компьютеров"",
    ""сборка компьютеров"",
    ""чистка игровых консолей"",
    ""установка ОС"",
    ""восстановление данных",
C_88b84de7683073f987acccc1,,,"{
  ""category"": ""Строительство"",
  ""subcategory"": ""Рекламное строительство"",
  ""skills"": [
    ""монтаж рекламных конструкций"",
    ""ремонт рекламных конструкций"",
    ""демонтаж рекламных конструкций"",
    ""работа с вывесками"",
    ""электромонтажные работы""
  ]",
C_49865a0fa884c821665755d2,Дизайн,Графический дизайн,,"['логотипы', 'фирменные стили', 'печать', 'рекламная продукция']"
C_43b80c64f7482a36596f9398,Строительство,Обучение и сертификация,,"['обучение специалистов', 'повышение квалификации', 'проверка знаний', 'сертификация']"
C_fd6af889d3e48f7ad7130588,Ремонт и обслуживание,Бытовые услуги,,"['сборка мебели', 'установка элементов интерьера', 'ремонт бытовой техники', 'покраска', 'обслуживание автомобиля']"
C_cf8caf870bffa2a62de9b0e5,Бухгалтерский учет и налогообложение,Бухгалтерские услуги,,"['подготовка отчетности', 'расчет налогов', 'оптимизация учета', 'консультации по бухгалтерским вопросам']"
C_30dfd2b9e79bf755dc246a7e,,,"{
  ""category"": ""Бухгалтерские и юридические услуги"",
  ""subcategory"": ""Бухгалтерское сопровождение и юридическое сопровождение бизнеса"",
  ""skills"": [
    ""регистрация организаций"",
    ""ликвидация организаций"",
    ""аутсорсинг б",
C_4eb8d87c01100304367c7b3f,,,"{
  ""category"": ""Бухгалтерский и финансовый учет"",
  ""subcategory"": ""Управление бизнесом на маркетплейсах"",
  ""skills"": [
    ""настройка управленческого учета"",
    ""вычисление прибыли"",
    ""анализ данных маркетплейсов"",
    ""использов",
C_6278a77fa307784ed318c044,Бухгалтерский и налоговый учет,Корпоративный учет,,"['подготовка отчетности', 'кадровый учет', 'расчет заработной платы', 'налоговое планирование']"
C_857d439249fbe276fc2f40ad,,,"{
  ""category"": ""Информационные технологии"",
  ""subcategory"": ""Поддержка компьютерной техники"",
  ""skills"": [
    ""чистка компьютеров"",
    ""замена комплектующих"",
    ""установка ОС"",
    ""удаление вредоносных программ"",
    ""резервное копирование данных""
  ]",
C_2df8eb5637fe10a1e0575de3,IT-разработка,Программирование и автоматизация,,"['разработка ПО', 'SCADA', 'ERP', 'MES', 'PLC', 'HMI', 'робототехника']"
C_b3c601a13b17529ca632600c,Красота и здоровье,Медицинский косметология,,"['моделирование лица', 'естественное омоложение', 'анатомия лица', 'практическое обучение']"
C_e732f1bd21510bfc1a729bb6,Бухгалтерия,Консалтинг,,"['сопровождение ИП и ООО', 'подготовка отчетности', 'налоговое сопровождение']"
C_28214728642f54571801f583,Строительство,Ремонт и отделка,,"['электромонтаж', 'сборка мебели', 'уборка', 'направленные работы']"
C_56327c5facc596b75309aad8,,,"{
  ""category"": ""Юридические услуги"",
  ""subcategory"": ""Бизнес-консалтинг"",
  ""skills"": [
    ""регистрация бизнеса"",
    ""налоговое планирование"",
    ""бухгалтерские консультации"",
    ""страхование"",
    ""печати и штампы"",
    ""д",
C_0c86983b3c62d9234ede495e,Юридические услуги,Аренда офисных помещений,,"['подготовка договоров', 'регулирование отношений с налоговыми органами', 'обеспечение юридических адресов']"
C_1a9e6e0b07f279b1436b9cd1,Финансы и бухгалтерия,Бухгалтерское обслуживание,,"['бухгалтерский учёт', 'налоговый учёт', 'подготовка отчётности', 'расчёт заработной платы']"
C_8a7cef829c238acd869506c9,,,"{
  ""category"": ""Бухгалтерия и финансы"",
  ""subcategory"": ""Аутсорсинг бухгалтерских услуг"",
  ""skills"": [
    ""подготовка налоговых деклараций"",
    ""регистрация организаций"",
    ""ведение учета персонала"",
    ""использование 1С",
C_f6b69a738bf462630e5a5260,,,"{
  ""category"": ""Образование и обучение"",
  ""subcategory"": ""Курсы и тренинги"",
  ""skills"": [
    ""нейронные сети"",
    ""AI-инструменты"",
    ""маркетинг"",
    ""дизайн"",
    ""визуальный контент"",
    ""автоматизация задач""
  ]",
C_b7f8027515330ae0f283aebd,Бухгалтерский учёт,Услуги бухгалтера,,"['налоговый учёт', 'подготовка отчётов', 'работа с документами', 'консультирование по налогообложению']"
C_ac518401ccd030e2c3c3ebbf,,,"{
  ""category"": ""Бухгалтерские услуги"",
  ""subcategory"": ""Подготовка налоговых деклараций"",
  ""skills"": [
    ""заполнение декларации 3-НДФЛ"",
    ""приобретение недвижимости"",
    ""образование"",
    ""медицинские услуги"",
    ""страховые",
C_205087645bedc20018e08527,Услуги по уборке и клинингу,,,"['уборка помещений', 'дезинфекция', 'чистка окон', 'уход за мебелью', 'генеральная уборка']"
C_c48133310cedceef34a33389,,,"{
  ""category"": ""Косметология"",
  ""subcategory"": ""Стрижка и уход за волосами"",
  ""skills"": [
    ""ботокс для волос"",
    ""кератиновое выпрямление"",
    ""нанопластика"",
    ""полировка"",
    ""пилинг волос"",
    ""стрижка кончик",
C_95d138ba8b555fa1676cdda2,Бухгалтерские услуги,Налоговый учёт и сдача отчётов,,"['налогообложение', 'сдача отчётов', 'удалённое сопровождение бизнеса']"
C_8aaf36223f50b242bb40e0cd,Юридические услуги,Архивное дело и документальное обеспечение,,"['сбор документов', 'оформление документов', 'работа с государственными органами', 'апостилирование']"
C_0e1c84cbaccc699650bc9a6d,IT-разработка,Веб-разработка,,"['создание сайтов', 'технические задания', 'проектирование']"
C_90a538050ade4e6236f1a947,Декоративные и интерьерные работы,Интерьерное оформление,,"['художественная роспись', 'барельеф', 'имитация природных текстур', 'подбор материалов']"
C_43b447e6d579e4630a95f26b,,,"{
  ""category"": ""Автомобильный ремонт и обслуживание"",
  ""subcategory"": ""Обучение специалистам"",
  ""skills"": [
    ""сварка"",
    ""автоэлектрика"",
    ""диагностика"",
    ""автоматическая кузовная работа"",
    ""ремонт автомобилей"",
    ""элект",
C_b73c06c954e7fe91055e6218,Образование и обучение,Профессиональное обучение,,"['аттестация', 'обучение', 'программирование курсов']"
C_210a57a80de5fc1c7fbe75df,IT-поддержка,Техническая поддержка,,"['установка ОС', 'настройка ПО', 'диагностика компьютеров', 'техническое обслуживание', 'выезд на дом']"
C_079bccb875ebe2a9ce8ece51,,,"{
  ""category"": ""Бизнес-консалтинг"",
  ""subcategory"": ""Юридическое сопровождение и数字图像识别技术是一种强大的工具，它能够帮助我们从图片中提取有价值的信息。这种技术在多个领域都有广泛的应用，比如：

1. **电子商务**：通过分析商品图片来自动分类和描述产品，提高搜索效率",
C_dd781ddfcf00b3bcb3939a98,IT-разработка,Автоматизация процессов,,"['офисные приложения', 'скриптование', 'обработка данных']"
C_604294d3c146fccc0b003c13,Видеомонтаж,Видеография,,"['видеомонтаж', 'цветокоррекция', ' reklamные ролики', 'видеопрезентации']"
C_fe6ad26ecbfd4525d2d97614,Маркетинг,Digital-маркетинг,,"['продвижение брендов', 'анализ цифровой репутации', 'AI-системы', 'нейросети', 'повышение видимости бренда']"
C_05e391a7aabb50e158a50ee6,IT-разработка,Веб-разработка и цифровое продвижение,,"['веб-разработка', 'SEO-оптимизация', 'маркетинг', 'аналитика', 'videoproizvodstvo']"
C_a5714c46d0fd7fa04a33a00e,,,"{
  ""category"": ""Бухгалтерские услуги"",
  ""subcategory"": ""Налоговый учет и сопровождение бизнеса"",
  ""skills"": [
    ""бухгалтерский учет"",
    ""налоговый учет"",
    ""сопровождение бизнеса"",
    ""работа с маркетплейсами"",
    """,
C_c839ee00a105c39c37df149b,Юридические услуги,Адвокатское сопровождение,,"['арбитражные споры', 'договорное право', 'консультации', 'государственные органы']"
C_b6ce10dfc3cb55cdc366b79d,IT-разработка,Автоматизация процессов,,"['разработка скриптов', 'интеграция данных', 'автоматизация', 'настройка отчетов']"
C_c541442dd000b808ae99a866,Логистика и транспорт,Аренда спецтехники,,"['аренда манипулятора', 'погрузочно-разгрузочные работы', 'монтажные работы']"
C_7aa9ff977c4f9e21a99cd156,,,"{
  ""category"": ""Бухгалтерские услуги"",
  ""subcategory"": ""Финансовое консультирование"",
  ""skills"": [
    ""регистрация ИП и ООО"",
    ""сдача отчетности"",
    ""консультации по налогообложению"",
    ""оптимизация бизнеса"",
    ""воп",
C_d1b0ac1f53fb352d9922a1cb,IT-поддержка,Установка и настройка ПО,,"['установка ОС', 'настройка ПО', 'диагностика компьютеров', 'апгрейд оборудования', 'установка драйверов']"
C_cb40585c1233b2f0a38e7f78,,,"{
  ""category"": ""Образование и развитие"",
  ""subcategory"": ""Обучение и консультирование"",
  ""skills"": [
    ""обучение цифровым навыкам"",
    ""консультации по карьерному выбору"",
    ""рекрутинг"",
    ""организация курсов"",
    ""психолог",
C_774dec4ebea0975f9d5f8033,Бухгалтерские услуги,Налоговый учет,,"['подготовка 3-НДФЛ', 'электронная отчетность', 'бумажная отчетность']"
C_640dc24ca71f305d08b30e0c,,,"{
  ""category"": ""Бухгалтерские услуги"",
  ""subcategory"": ""Аутсорсинг бухгалтерии"",
  ""skills"": [
    ""ведение бухгалтерского учёта"",
    ""налоговый учёт"",
    ""работа с маркетплейсами"",
    ""формирование КУДиР"",",
C_d1de69a9199646fe4cb22091,Информационные технологии,Поддержка компьютерной техники,,"['ремонт компьютеров', 'настройка ПК', 'установка ОС', 'удаление вирусов']"
C_40e303dc4d30659573f4c9e9,,,"{
  ""category"": ""Маркетинг"",
  ""subcategory"": ""SMM и контент-маркетинг"",
  ""skills"": [
    ""социальные сети"",
    ""визуальное оформление"",
    ""концепция сообществ"",
    ""анализ конкурентов"",
    ""видеомонтаж"",
    ""копирайтинг""",
C_aae3aaf0c3bfb5e6b3aa6610,Дизайн интерьеров,Планировка пространства,,"['планировка помещений', 'расстановка мебели', 'анализ планировки']"
C_436f34908c3830bb1e45c749,Маркетинг,Наружная реклама,,"['изготовление рекламных конструкций', 'широкоформатная печать', 'размещение наружной рекламы', 'графический дизайн', 'стратегии продвижения']"
C_5a1c810774487d9a8f39a16e,Строительство,Монтаж и демонтаж,,"['монтаж рекламных конструкций', 'ремонтные работы', 'установка светодиодных профилей', 'электромонтажные работы']"
C_74379309cc066dc5656b725a,IT-разработка,Программирование и разработка ПО,,"['Java', 'Spring Boot', 'PostgreSQL', 'RESTful API', 'чертежи программного обеспечения']"
C_4f9c7f82568e2d69f093426e,Видеография,Видеопроизводство,,"['видеосъёмка', 'монтаж', 'музыкальные клипы', 'рекламные ролики']"
C_c3984f3e3b27832b5ade0e1a,Бухгалтерские услуги,Подготовка отчетности,,"['бухгалтерская отчетность', 'налоговая отчетность', 'УСН', 'патентная система налогообложения', 'ведение учета']"
C_c8ecc34fdc7551f49856c1d3,,,"{
  ""category"": ""ИТ-техническая поддержка"",
  ""subcategory"": ""Поддержка ПК и ноутбуков"",
  ""skills"": [
    ""настройка ПК"",
    ""ремонт ПК"",
    ""обслуживание ПК"",
    ""выезд на дом"",
    ""установка ОС"",
    ""чист",
