need_id,category,subcategory,task_summary
N_acc1d0471a31c2829d6b9eaf,Дизайн,графический дизайн,создать презентацию и стратегию продвижения
N_c4bbd1eb20fe50e6366b6032,"Маркетинг (SMM, реклама, продвижение)",стратегия маркетинга,разработать маркетинговую стратегию
N_4e2d20c51f57c4b4fceeaae8,"Маркетинг (SMM, реклама, продвижение)",аналитика,Провести исследование и анализ
N_767cde65720207b3a6e52495,"Маркетинг (SMM, реклама, продвижение)",PR-стратегия,разработать PR-стратегию
N_db1418b2ee3bb0f8168c61b9,"Маркетинг (SMM, реклама, продвижение)",стратегия маркетинга,разработать стратегию продвижения
N_bc2cbb011c4ab30aa6ce3742,"Маркетинг (SMM, реклама, продвижение)",фандрайзинг,разработать стратегию привлечения спонсоров
N_8437a44146693e035059757e,Юриспруденция,финансы,создать смету и план взаимодействия с донорами
N_a97c1a63759e4b37a321feeb,"Маркетинг (SMM, реклама, продвижение)",фандрайзинг,разработать фандрайзинговую кампанию
N_a2d1ef7bad385661de212c34,Юриспруденция,гранты и поддержка организаций,подготовка грантовых заявок
N_93d41571c537789a3fab6fcc,Юриспруденция,гранты и субсидии,доработка грантовой заявки
N_8e90ef24f0ec9a1525dc8e1a,Юриспруденция,гранты и субсидии,подготовка грантовой заявки
N_9180e2100113242900e1ac45,"Маркетинг (SMM, реклама, продвижение)",фандрайзинг,разработать фандрайзинговую кампанию
N_2bc5e8cdff6a118215568852,"Маркетинг (SMM, реклама, продвижение)",фандрайзинг,разработать стратегию продвижения
N_6428ac285a6d51297d33bc75,копирайтинг и редакция текста,корректура,подготовка и редактирование текста
N_30a5aeb589b670277cf8035c,"Маркетинг (SMM, реклама, продвижение)",фандрайзинг,разработать фандрайзинговую кампанию
N_6c549503a83f4ef37bb7bc7b,Юриспруденция,бухгалтерия,заполнение бухгалтерской отчетности
N_93ba09d7c19c760c868e93a4,"Маркетинг (SMM, реклама, продвижение)",фандрайзинг,придумать флешмоб и письмо-просьбу
N_58d26af5bcc0f8d00a677760,копирайтинг и редакция текста,корректура,улучшение текста грантовой заявки
N_7f1f22b6f6332ea9242f59f1,Копирайтинг и редакция текста,копирайтинг,подготовка и редактирование текстов
N_443d59e1a8bd32a240617cbb,Дизайн,графический дизайн,создать макеты и логотип
N_4213b16dafb6563a1635bcba,Дизайн,графический дизайн,разработка брендбука
N_23ff8e0f5314e8f7d5de9715,Дизайн,графический дизайн,разработать дизайн сувенирной продукции
N_fbd5610076cba3a25757395f,Переводы,письменный перевод,перевести документ
N_f04056d4e189ff732c6b6425,Дизайн,графический дизайн,разработать фирменный стиль
N_d3c1def4bcd1d735f9da5755,Дизайн,графический дизайн,разработать дизайн печатной продукции
N_d6fc0789a91ec894b81f3690,Дизайн,графический дизайн,создать факсимильную печать и логотип
N_8eb2a3c6bbbe527484ab21b0,Дизайн,графический дизайн,разработать наклейки для организации
N_c43325f67ac81335940ae959,Дизайн,графический дизайн,отредактировать логотип и создать монохромную версию
N_bb5e6d2becd8677fb865bc46,Дизайн,графический дизайн,создать логотип и фирменный стиль
N_b5f584729adb5d1b306197a8,Дизайн,графический дизайн,обновить бланк письма и логотип
N_3ef749a12a103904c3b76e40,Дизайн,графический дизайн,разработать дизайн значка и этикеток
N_4683ce58e06f925613a70012,Дизайн,графический дизайн,создать логотип
N_94656f0ca7ddf96edbdfe096,Дизайн,графический дизайн,разработать мерч и магниты
N_3a34b401dccbe92b633ce9c2,Дизайн,графический дизайн,разработать дизайн сувенирной продукции
N_eef6834748441aa9619b6d37,Дизайн,графический дизайн,разработка логотипа
N_5362a85ca7fad410570b4cb1,Дизайн,графический дизайн,создать брендбук и дизайн письма
N_a6dde3ebed5d4d3758802d70,Дизайн,графический дизайн,создать брендбук
N_325e4535f7f61ec8f9d488ba,Дизайн,графический дизайн,разработать макеты сувенирной продукции
N_0e23ebcf9a6ee815a2b48820,Дизайн,графический дизайн,создать логотип
N_7690b8ca4bccde189d4db3fe,Дизайн,графический дизайн,создать логотип и сопроводительные материалы
N_2606b3bf909610cd55ca7949,Копирайтинг и редакция текста,редактура,добавить субтитры и отредактировать видео
N_cc00d24f2e6e1f2b6fbdb0a4,"Фото и видеосъемка, монтаж",videomontazh,смонтировать видеоролик с субтитрами
N_b432eedb688ba4b9d1102a1c,Переводы,письменный перевод,перевести ролик и документ
N_b7966b39a89f119f38816017,Копирайтинг и редакция текста,редактура,редактирование текстов
N_28319a2e8fd485af16979b2f,"Фото и видеосъемка, монтаж",videomontazh,создать видеоролик
N_1f3d7abc721a9b6658461c9b,"Фото и видеосъемка, монтаж",видеомонтаж,смонтировать видеоролик
N_e583de3dd7d385dad3c3a96f,"Маркетинг (SMM, реклама, продвижение)",фотообработка,обработать и подготовить фото
N_d952c0af43f216d74dfe710d,"Фото и видеосъемка, монтаж",videomontazh,смонтировать видеоролик
N_1b72c366c9d95184b5fe1fca,Дизайн,videomontazh,создание комплекта элементов фирменного стиля
N_b8bc2e5a972912ee53653857,Копирайтинг и редакция текста,обработка фотографий,добавление текста на фото
N_aa8ab9f14fbd6947d5a2d917,Юриспруденция,юридическая помощь,подготовка юридического документа
N_f9f593570a72b87ca7a74dca,Юриспруденция,договорное право,юридическая проверка договора
N_b0fa856db3c122b7587855d8,Юриспруденция,консультация,проконсультировать по юридическим вопросам
N_327fc2d4e09b853c670e1b93,Юриспруденция,юридическое сопровождение,обновление устава и документов
N_66436011fd1da8c2deced897,Юриспруденция,консультация юриста,подготовка юридических документов
N_1baef5d2f27592e420daad4b,Юриспруденция,юридическая консультация,подготовка документации по переходу опекунства
N_5c79824ef02cdb4f077d68fe,Юриспруденция,правовая консультация,подготовка пользовательского соглашения
N_897df110a2ccf3f76171c05d,Юриспруденция,юридическая консультация,проверка договоров
N_884f57aa0f27cb193481edf7,Юриспруденция,юридические консультации,подготовка юридического заключения
N_714aeb76a2b129672d483ecd,Юриспруденция,договорное право,подготовка договора
N_71df7301ed30050c02556f5f,Юриспруденция,юридическое сопровождение,подготовка документов
N_3adf394442b2d9e35407fb30,Юриспруденция,пишущий перевод,подготовка юридических документов
N_bc611eb93a72deda2ed1763a,Юриспруденция,юридическая консультация,проверка и подготовка договоров
N_c986abeca0632ed01a8c21d2,Юриспруденция,юридические услуги,подготовка документов
N_62b5b8858bb1e977b4897e7f,Юриспруденция,консультация,оценка рисков микрозаймов
N_9452ce9ec5f51efb858993e1,Юриспруденция,юридические консультации,подготовка документов
N_1696cf842474ec592c9fa7a8,Юриспруденция,консультация,подготовка юридического документа
N_177aa48d18351c51166c7652,Юриспруденция,договорное право,составить договор и оферту
N_5a7021e30c0f1dd38595ba59,Юриспруденция,консультация,подготовка юридического документа
N_293821bfa9d51d5050520ad4,Юриспруденция,консультация,подготовка юридического документа
N_727420bc38d9bdbf2ee666b7,Юриспруденция,корректура документов,Проверка и доработка документов
N_cad3ff96088efc495ba7c299,Юриспруденция,юридическое сопровождение,составление договора
N_0e09e1d0e7bb78a21529523a,Юриспруденция,юридическая консультация,подготовка юридического документа
N_3de6d8dfc29e93a43bb9e93c,Юриспруденция,консультация,подготовка юридического документа
N_7a6764afe56fd0880309b28b,Юриспруденция,юридические консультации,подготовка публичной оферты
N_fd643cb9d0a550604caa1b58,Юриспруденция,международное право,составить договор и претензию
N_8c1b8aef8275edfafd4d886d,Юриспруденция,юридический анализ,подготовить юридический документ
N_dc0d8ed4d39cc1ada3e36e3c,Юриспруденция,юридическое сопровождение,подготовка документов для регистрации АНО
N_ca032fa879ecd538d564aae0,Юриспруденция,консультация,подготовка юридического документа
N_1d545e8eef19d0b8ca825c69,Юриспруденция,консультации,обновление договора оферты
N_c094ba1c2141e6e8e177b4e8,Юриспруденция,юридическая консультация,подготовка документов по пожарной безопасности
N_e5dba050fc659ab2254b39e5,Юриспруденция,договорная практика,подготовка договора и консультация
N_224a63bf6ed014ccc291bbdd,Юриспруденция,юридическое сопровождение,составить и проверить документы
N_202333be7e042843c4e500d6,Юриспруденция,юридическое консультирование,подготовка договора
N_acd35e40a12662dd950ddfb4,Юриспруденция,юридическая консультация,подготовка правовой позиции
N_2f07c5f070963a80b8d25411,Юриспруденция,юридические документы,подготовка документов
N_aac55d601e8d01cda0e70573,Юриспруденция,юридические консультации,разработать рекомендации по СОУТ
N_d99c5917c49a05a2d27715f9,Юриспруденция,договорное право,проверка и адаптация договора
N_df8f6ac5a773695498392013,Юриспруденция,корректировка документов,проверка и доработка договоров
N_f46fe1b565bd7355672500e2,Юриспруденция,консультация по договорам,составить договор пожертвования
N_59c8d5ca8f8e923a11a7501e,Юриспруденция,юридические консультации,подготовка соглашения и консультация
N_b1147dc0153b7ba04d39d3fc,Юриспруденция,разработка договоров,разработать шаблон договора
N_cbeeed343ad90914d87cec53,Юриспруденция,консультация,подготовка юридического документа
N_a06045ae8ca99bf2be5c4db9,Юриспруденция,договорная практика,подготовка договора публичной оферты
N_27665c60daba05d6eb99e066,Юриспруденция,ликвидация организации,подготовка документов по ликвидации
N_fc0a434fed830f3eb056deda,Юриспруденция,договорное право,подготовка договоров
N_3327ff70450975eed68f474f,Юриспруденция,юридическое консультирование,составление документов
N_1712a456b5604e638f4659f3,Юриспруденция,юридическое сопровождение,подготовка документов
N_10f74857e3cc54ebc1b566a6,Юриспруденция,договорное право,подготовка договоров ГПХ
N_9647d50e33bd26cd7598a3c3,IT-разработка и цифровые сервисы,разработка сайтов,создать сайт с онлайн-пожертвованиями
N_554d0db99c1ff925070217a8,"Маркетинг (SMM, реклама, продвижение)",videomontazh,создать видеоролики
N_01b9a1de11992a913853d7f5,IT-разработка и цифровые сервисы,тестирование,структурировать отзывы
N_2bf3e0412cf3914ec23bf849,Дизайн,графический дизайн,доработать брендбук и оформить письма
N_44be9e261ba329ad05123bab,Копирайтинг и редакция текста,корректура,отредактировать текст вакансии
N_4dbc8989f9acbcce2b584b9c,IT-разработка и цифровые сервисы,дизайн,обновление сайта и анализ
N_457acb8b40fb5711e55e0391,Юриспруденция,консультация,подготовка договора
N_4ee8f6a393b937049f94ae79,Копирайтинг и редакция текста,копирайтинг,подготовить текст письма
N_7f44b5a70ac846405f4d8316,Переводы,письменный перевод,перевести документ на немецкий
N_19b639d28582fd23f1473f2a,IT-разработка и цифровые сервисы,настройка платежных систем,настроить платежную систему на сайте
N_a6c57f537bd89ff8b425619a,"Маркетинг (SMM, реклама, продвижение)", reklama,настройка контекстной рекламы
N_3a472a4057864dc30d43bceb,Юриспруденция,юридическая консультация,подготовка юридического документа
N_e178210d90056ca52c584bf6,"Маркетинг (SMM, реклама, продвижение)",HR-поиск,Подбор кандидатов на вакансии
N_b41d5e55654c07fa76d6161b,Копирайтинг и редакция текста,корректура,редактировать текст и расшифровывать аудиозаписи
N_3f02ff83fc5d76c5ba2f9ae9,Юриспруденция,юридическое консультирование,составить договор
N_ec45d8072fd48433277a17b0,Дизайн,"фото и видеосъемка, монтаж",создание дизайна и видео
N_fad0afa68525f0c4285066b1,IT-разработка и цифровые сервисы,SEO,выполнить SEO-аудит сайта
N_acc2ec6c5e8fe15776a535ac,Дизайн,графический дизайн,разработка фирменного стиля
N_3a6a07dc4711b64eb64214e7,IT-разработка и цифровые сервисы,Telegram-боты,разработка чат-бота для рассылки анонсов
N_8a16c7f4e04a628227f062b1,"Фото и видеосъемка, монтаж",videomontazh,смонтировать видеоролики
N_7789168c3349f2e278b8bb0c,Копирайтинг и редакция текста,копирайтинг,подготовка и редактирование текстов
N_5f7ebd2952330f3fde21fd3c,Помощь на дому,уборка помещений,проводить уборку жилого помещения
N_e396ce784fee2b4f1c626d0d,Помощь на дому,уборка помещений,выполнить уборку дома
N_87ac26c94a28a1ff912df44e,Помощь на дому,уборка помещений,проводить генеральную уборку
N_81f25f5f0bec6894e996e0a9,Помощь на дому,уборка помещений,выполнить уборку дома
N_9eb2b1f7efa82ee0377488f1,Помощь на дому,уборка помещений,проводить уборку
N_f1c98e1ccb1ba8fcdac916ab,Помощь на дому,уборка помещений,выполнить глубокую уборку дома
N_8cd1e746b2447d6eb89f25cd,Помощь на дому,уборка помещений,выполнить работу по дому
N_16bb10206c1e04202042444b,Помощь на дому,уборка помещений,привести в порядок хозяйственные принадлежности
N_8bf2a883faf56098b8b0993d,Помощь на дому,уборка помещений,выполнить работу по дому
N_f56814d60f28409ce77c91e3,Помощь на дому,уборка помещений,выполнить уборку и организацию
N_1351e022328e349bbe13d53f,Помощь на дому,уборка помещений,выполнить работу по дому
N_e8bb6e6b133a9bb3d048c77e,Помощь на дому,уборка помещений,привести в порядок хозяйственные принадлежности
N_c6602a37fa08db9399c899f7,Строительство и ремонт,уборка помещений,вскапывать огород
N_fab27b26823761ffa3a95dbc,Строительство и ремонт,уборка помещений,привести двор в порядок
N_e78666e6d46cfb844eceab6b,строительство и ремонт,уборка помещений,вскапывать огород
N_7971bd709f9d5dac95112451,Помощь на дому,уборка помещений,выполнить уборку двора
N_5aa6dfb48366fabd2efd2598,Строительство и ремонт,уборка помещений,вскапывать огород
N_c68fb1182d9a16cd40ccd8e1,Помощь на дому,уборка помещений,привести двор в порядок
N_d2e9e74f60cbed45b5b90358,Строительство и ремонт,ремонт печей,диагностика и ремонт печи
N_05f481a44dc84c9004441c1f,Строительство и ремонт,ремонт печей,исправить печь
N_53160840ab7cd24e5bec7d17,Строительство и ремонт,ремонт печей,диагностика и устранение неисправностей печи
N_8958b88191244b4f8509f422,Строительство и ремонт,ремонт печей,исправить печь
N_69617fe4a5ba2b929a885303,Строительство и ремонт,ремонт печей,диагностика и ремонт печи
N_e3babec7918747a79469ef5d,Строительство и ремонт,ремонт печей,восстановить печь
N_7a3cf465b0990f872d423e21,Строительство и ремонт,ремонт кровли,осмотр и ремонт крыши
N_c11b1f80d2f9e64aaca60a0d,Строительство и ремонт,ремонт кровли,ремонт участка кровли
N_5fe2e7965d8478ddeb356610,Строительство и ремонт,ремонт кровли,осмотр и ремонт крыши
N_cde72721a2e1ab817e0e17a5,Строительство и ремонт,ремонт кровли,ремонт кровли частного дома
N_6b97401d1640b6ec504e5173,Строительство и ремонт,ремонт кровли,осмотр и ремонт крыши
N_abed26f0283ed4d2d210bcb7,Строительство и ремонт,ремонт кровли,ремонт кровли частного дома
N_0bd87a2ce1d22f7f5ffaf22d,Строительство и ремонт,ремонт электропроводки,заменить неисправную розетку
N_3837582aec995e7e17b12e23,Строительство и ремонт,ремонт электропроводки,заменить выключатель и проверить проводку
N_f301746ed6f57243a972d695,Строительство и ремонт,ремонт помещений,заменить розетку и проверить подключение
N_0fef695f43aaecf1fedb6563,Строительство и ремонт,ремонт электропроводки,"заменить выключатель, проверить проводку"
N_1a673987cc4da9eae0aa5ff3,Строительство и ремонт,ремонт электропроводки,заменить розетку и проверить подключение
N_34b1b135f28509235106d8c2,Строительство и ремонт,ремонт электропроводки,"заменить выключатель, проверить проводку"
N_e23e7a4c4bac821a6a54078c,Помощь на дому,ремонт,устранить бытовые неисправности
N_5b1782b15839a7bd84888cce,ремонт,мебельный ремонт,закрепить расшатавшиеся элементы
N_c2d763b34523fc8532b0fe02,Помощь на дому,ремонт,устранить бытовые неисправности
N_8ed8e1ddc8080d81b674da05,Строительство и ремонт,ремонт мебели,закрепить расшатавшиеся элементы
N_25337e688697260e3af3c050,Помощь на дому,ремонт,устранить бытовые неисправности
N_a6bd531b04bd3d6e16c1664d,Строительство и ремонт,ремонт мебели,закрепить расшатавшиеся элементы
N_d8223f262b07e57643f7910f,Строительство и ремонт,ремонт помещений,установка поручней
N_46df882e14c4dc1f1652aa2e,Строительство и ремонт,ремонт помещений,демонтаж портала
N_de97a0082111c7d7cf4301a8,Строительство и ремонт,ремонт помещений,установка поручней
N_8b0be13027ad3bbaf8a33f8f,Строительство и ремонт,ремонт помещений,демонтаж портала
N_9120b6dfa3b33e9391944615,Строительство и ремонт,ремонт помещений,установка поручней
N_1d4e42f2ab95df6069df69ee,Строительство и ремонт,ремонт помещений,демонтаж порtha
N_ea507ab54c1ba1fa77aab034,Строительство и ремонт,сборка мебели,собрать шкаф
N_98e9c79e69252ee4b72c673e,строительство и ремонт,сборка мебели,собрать мебель
N_33b998e0f09405db1fcb48d1,строительство и ремонт,сборка мебели,собрать шкаф
N_70abe3167ddd2566f6ebae3c,строительство и ремонт,сборка мебели,собрать мебель и подготовить отчёт
N_f602a8c9cc48340edd54bb8e,"Логистика, перевозки",грузоперевозки,перевезти и собрать мебель
N_6915bdb3df183fed8bbbe684,строительство и ремонт,сборка мебели,собрать мебель
N_ec93411457db8982b163b629,Помощь на дому,уборка помещений,выездной парикмахер
N_cf9ec46762739d2fc1de9098,Помощь на дому,уборка помещений,выездной парикмахер
N_6d8ebc1c1d83ebdc598c42aa,Помощь на дому,уборка помещений,выездной парикмахер
N_6197b1c156d15c0d05ec3cff,Помощь на дому,парикмахерские услуги,выполнить индивидуальную стрижку
N_ffaaa8db28027b900464221d,Помощь на дому,уборка помещений,выездной парикмахер
N_c433b42838e5feb9166f9012,Помощь на дому,уборка помещений,выездной парикмахер
N_6186892cca7ced38d47ced5b,"Логистика, перевозки",грузоперевозки,доставить дрова до дома
N_5f98eb3a8a4905a7b0d277aa,"Логистика, перевозки",грузоперевозки,организовать доставку дров
N_fbb6d17fa872859bebbb770e,"Логистика, перевозки",грузоперевозки,доставить дрова до дома
N_d8b740b5e65c38169b9bb5d7,"Логистика, перевозки",грузоперевозки,организовать доставку дров
N_0a38c1a2981f00287b6e0dff,"Логистика, перевозки",грузоперевозки,доставить дрова до дома
N_2701f280a93aeb332eeb5786,"Логистика, перевозки",грузоперевозки,организовать доставку дров
N_f036bee68785a3a9cbd79269,"Логистика, перевозки",грузоперевозки,перевезти мебель и вещи
N_6368626da1f5c87f321524aa,"Логистика, перевозки",грузоперевозки,перевезти вещи
N_a564fe91f4b6c8d17834aa4f,"Логистика, перевозки",грузоперевозки,перевезти мебель и вещи
N_d54250987047fc6de28066b0,"Логистика, перевозки",грузоперевозки,перевезти вещи
N_1e8615af1bbb1ce835c8c776,"Логистика, перевозки",грузоперевозки,перевезти мебель и вещи
N_bec75410682ab66cfdb6cfa3,"Логистика, перевозки",грузоперевозки,перевезти вещи
N_34e81520f0fee93f86e4b6e2,"Фото и видеосъемка, монтаж",фотосъёмка,снять работу фонда
N_1e3385a4f9d52791a4b06f41,"Фото и видеосъемка, монтаж",фотосъемка,снять мероприятие
N_90e47302e9290b57ad07284f,"Фото и видеосъемка, монтаж",фотосъёмка,проводить фотосъёмку
N_8bcb1eb0765df7c3cbf84c3e,"Фото и видеосъемка, монтаж",фотография,снять мероприятие
N_cf2c122a5c2dff0e31b3a313,"Фото и видеосъемка, монтаж",фотосъёмка,проводить фотосъёмку
N_75df9825bbf1bc7eaefa6ea2,"Фото и видеосъемка, монтаж",фотография,снять мероприятие
